DATE_WEEK_START,VOLUME,FORECAST,STD,L95,U95,RESIDUAL
2020-06-21,4199,4082.4181258,650.86726571,2806.7417262,5358.0945253,116.58187425
2020-06-28,3235,4171.8069265,650.86726571,2896.130527,5447.483326,-936.8069265
2020-07-05,4665,3435.3043286,650.86726571,2159.6279291,4710.9807281,1229.6956714
2020-07-12,4761,4527.834116,650.86726571,3252.1577165,5803.5105155,233.165884
2020-07-19,5332,4601.1787731,650.86726571,3325.5023736,5876.8551726,730.82122694
2020-07-26,4767,5037.4266812,650.86726571,3761.7502817,6313.1030807,-270.4266812
2020-08-02,4085,4605.7628141,650.86726571,3330.0864146,5881.4392136,-520.7628141
2020-08-09,4091,4084.7101463,650.86726571,2809.0337468,5360.3865458,6.2898537163
2020-08-16,3950,4089.2941873,650.86726571,2813.6177878,5364.9705869,-139.2941873
2020-08-23,4166,3981.5692223,650.86726571,2705.8928228,5257.2456218,184.4307777
2020-08-30,4096,4146.5947007,650.86726571,2870.9183012,5422.2711002,-50.59470068
2020-09-06,3239,4093.1142216,650.86726571,2817.4378221,5368.7906211,-854.1142216
2020-09-13,4044,3438.360356,650.86726571,2162.6839565,4714.0367555,605.63964403
2020-09-20,3972,4053.3858657,650.86726571,2777.7094662,5329.0622652,-81.38586567
2020-09-27,3448,3998.3773729,650.86726571,2722.7009734,5274.0537724,-550.3773729
2020-10-04,3497,3598.0377864,650.86726571,2322.3613869,4873.7141859,-101.0377864
2020-10-11,3291,3635.4741218,650.86726571,2359.7977223,4911.1505213,-344.4741218
2020-10-18,3309,3478.0887119,650.86726571,2202.4123124,4753.7651114,-169.0887119
2020-10-25,3244,3491.8408351,650.86726571,2216.1644356,4767.5172346,-247.8408351
2020-11-01,3488,3442.1803902,650.86726571,2166.5039907,4717.8567897,45.819609808
2020-11-08,3657,3628.5980602,650.86726571,2352.9216607,4904.2744597,28.401939789
2020-11-15,3349,3757.7152169,650.86726571,2482.0388174,5033.3916164,-408.7152169
2020-11-22,2219,3522.4011088,650.86726571,2246.7247093,4798.0775084,-1303.401109
2020-11-29,864,2659.0733747,650.86726571,1383.3969752,3934.7497742,-1795.073375
2020-12-06,,1623.8441007,650.86726571,348.16770115,2899.5205002,
2020-12-13,,2204.3701942,819.08651092,598.99013256,3809.7502558,
2020-12-20,,2647.896103,902.90555631,878.23373117,4417.5584748,
2020-12-27,,2986.7529329,948.41348687,1127.8966562,4845.6092096,
2021-01-03,,3245.6418703,973.9944739,1336.6477803,5154.6359602,
2021-01-10,,3443.4347903,988.62036294,1505.7744846,5381.0950961,
2021-01-17,,3594.549935,997.05842769,1640.3513262,5548.7485437,
2021-01-24,,3710.0029398,1001.9509354,1746.2151921,5673.7906875,
2021-01-31,,3798.2098257,1004.7957129,1828.8464166,5767.5732348,
